refund_id,order_id,refund_ts,refund_reason,refund_amount
83,647,2026-01-27 20:15:00,CUSTOMER_CANCEL,386.95
84,649,2026-01-27 18:04:00,MISSING_ITEM,391.73
85,670,2026-01-27 13:31:00,MISSING_ITEM,684.5
86,689,2026-01-28 01:19:00,MISSING_ITEM,563.73
87,699,2026-01-27 18:24:00,CUSTOMER_CANCEL,167.61
88,700,2026-01-27 18:56:00,MISSING_ITEM,70.98
89,702,2026-01-27 22:08:00,MISSING_ITEM,95.29
90,704,2026-01-27 19:34:00,MISSING_ITEM,451.96
91,714,2026-01-27 13:51:00,DELAY,66.33
92,722,2026-01-27 23:33:00,MISSING_ITEM,131.89
93,728,2026-01-27 18:32:00,CUSTOMER_CANCEL,264.84
94,733,2026-01-27 17:13:00,MISSING_ITEM,155.53
95,735,2026-01-27 19:58:00,MISSING_ITEM,737.51
96,737,2026-01-27 22:52:00,DELAY,638.48
97,760,2026-01-27 19:01:00,DELAY,269.6
98,763,2026-01-27 15:48:00,CUSTOMER_CANCEL,177.57
99,765,2026-01-27 21:45:00,DELAY,207.04
100,781,2026-01-27 15:41:00,MISSING_ITEM,282.83
101,786,2026-01-27 12:42:00,CUSTOMER_CANCEL,459.25
102,787,2026-01-27 12:12:00,CUSTOMER_CANCEL,608.58
103,797,2026-01-27 17:28:00,MISSING_ITEM,237.72
104,801,2026-01-27 19:28:00,DELAY,353.56
105,802,2026-01-27 17:52:00,CUSTOMER_CANCEL,236.59
106,809,2026-01-28 09:24:00,CUSTOMER_CANCEL,557.9
107,825,2026-01-28 13:47:00,DELAY,67.65
108,828,2026-01-28 09:07:00,CUSTOMER_CANCEL,256.88
109,836,2026-01-28 14:09:00,MISSING_ITEM,294.57
110,837,2026-01-28 13:36:00,CUSTOMER_CANCEL,206.39
111,842,2026-01-28 11:11:00,MISSING_ITEM,393.48
112,848,2026-01-28 11:56:00,MISSING_ITEM,91.88
113,852,2026-01-28 21:51:00,MISSING_ITEM,163.89
114,853,2026-01-28 09:16:00,CUSTOMER_CANCEL,259.24
115,861,2026-01-28 12:49:00,CUSTOMER_CANCEL,170.77
116,862,2026-01-28 16:27:00,CUSTOMER_CANCEL,337.68
117,869,2026-01-28 16:34:00,MISSING_ITEM,534.2
118,870,2026-01-28 22:14:00,DELAY,184.39
119,871,2026-01-28 11:10:00,DELAY,704.18
120,874,2026-01-28 14:10:00,DELAY,402.19
121,875,2026-01-28 19:00:00,CUSTOMER_CANCEL,200.6
122,883,2026-01-28 12:08:00,CUSTOMER_CANCEL,473.55
123,895,2026-01-29 00:47:00,CUSTOMER_CANCEL,129.56
124,896,2026-01-28 20:19:00,DELAY,473.71
125,900,2026-01-28 19:54:00,MISSING_ITEM,226.81
126,904,2026-01-28 19:20:00,DELAY,204.29
127,908,2026-01-28 23:09:00,CUSTOMER_CANCEL,303.92
128,918,2026-01-28 17:04:00,MISSING_ITEM,265.3
129,921,2026-01-29 00:03:00,DELAY,125.52
130,926,2026-01-28 18:02:00,CUSTOMER_CANCEL,212.82
131,936,2026-01-28 15:14:00,MISSING_ITEM,260.53
132,938,2026-01-28 10:54:00,CUSTOMER_CANCEL,168.43
133,950,2026-01-28 16:07:00,MISSING_ITEM,171.79
134,958,2026-01-28 17:26:00,CUSTOMER_CANCEL,319.67
135,981,2026-01-28 18:51:00,DELAY,329.35
136,996,2026-01-29 22:53:00,DELAY,400.04
137,1018,2026-01-29 20:24:00,CUSTOMER_CANCEL,194.43
138,1022,2026-01-29 10:07:00,MISSING_ITEM,375.22
139,1026,2026-01-29 12:18:00,MISSING_ITEM,248.74
140,1032,2026-01-29 23:26:00,DELAY,142.1
141,1036,2026-01-29 16:46:00,MISSING_ITEM,367.44
142,1038,2026-01-30 01:26:00,DELAY,341.64
143,1040,2026-01-29 11:57:00,CUSTOMER_CANCEL,615.58
144,1046,2026-01-29 21:50:00,CUSTOMER_CANCEL,102.0
145,1048,2026-01-29 12:08:00,DELAY,324.56
146,1053,2026-01-29 22:01:00,MISSING_ITEM,88.96
147,1062,2026-01-29 23:33:00,MISSING_ITEM,135.22
148,1065,2026-01-29 17:59:00,CUSTOMER_CANCEL,417.67
149,1067,2026-01-29 14:26:00,MISSING_ITEM,256.7
150,1076,2026-01-29 15:20:00,DELAY,259.85
151,1077,2026-01-29 23:23:00,MISSING_ITEM,432.08
152,1089,2026-01-29 12:03:00,MISSING_ITEM,124.3
153,1100,2026-01-29 19:15:00,MISSING_ITEM,440.97
154,1101,2026-01-29 13:00:00,MISSING_ITEM,184.41
155,1113,2026-01-29 14:40:00,CUSTOMER_CANCEL,98.76
156,1116,2026-01-29 22:05:00,DELAY,117.41
157,1121,2026-01-29 21:07:00,MISSING_ITEM,172.3
158,1129,2026-01-29 23:28:00,MISSING_ITEM,132.47
159,1131,2026-01-29 20:49:00,DELAY,202.31
160,1136,2026-01-30 19:25:00,CUSTOMER_CANCEL,408.08
161,1138,2026-01-30 16:13:00,CUSTOMER_CANCEL,347.27
162,1139,2026-01-30 17:12:00,MISSING_ITEM,258.92
163,1146,2026-01-30 12:34:00,DELAY,219.68
164,1148,2026-01-30 10:37:00,CUSTOMER_CANCEL,287.28
165,1149,2026-01-30 16:36:00,MISSING_ITEM,66.06
166,1155,2026-01-31 00:20:00,MISSING_ITEM,132.5
167,1158,2026-01-30 18:38:00,DELAY,626.64
168,1161,2026-01-30 22:03:00,MISSING_ITEM,245.28
169,1172,2026-01-30 18:03:00,DELAY,151.49
170,1183,2026-01-30 13:30:00,CUSTOMER_CANCEL,175.12
171,1188,2026-01-30 18:00:00,MISSING_ITEM,108.88
172,1193,2026-01-30 11:03:00,MISSING_ITEM,246.0
173,1202,2026-01-31 00:45:00,DELAY,287.83
174,1207,2026-01-30 13:45:00,CUSTOMER_CANCEL,262.28
175,1220,2026-01-30 19:39:00,DELAY,519.1
176,1223,2026-01-30 19:09:00,CUSTOMER_CANCEL,335.32
177,1226,2026-01-30 19:38:00,MISSING_ITEM,114.27
178,1234,2026-01-30 20:35:00,CUSTOMER_CANCEL,368.57
179,1238,2026-01-30 22:47:00,MISSING_ITEM,354.94
180,1241,2026-01-30 19:26:00,DELAY,162.7
181,1242,2026-01-30 13:32:00,MISSING_ITEM,577.71
182,1244,2026-01-30 18:49:00,CUSTOMER_CANCEL,301.37
183,1255,2026-01-30 22:36:00,MISSING_ITEM,364.76
184,1260,2026-01-30 16:05:00,CUSTOMER_CANCEL,377.11
185,1270,2026-01-30 22:17:00,CUSTOMER_CANCEL,207.84
186,1271,2026-01-30 19:40:00,MISSING_ITEM,92.53
187,1279,2026-01-30 16:34:00,CUSTOMER_CANCEL,512.37
188,1307,2026-01-30 23:30:00,MISSING_ITEM,379.65
189,1322,2026-01-30 22:48:00,CUSTOMER_CANCEL,125.28
190,1326,2026-01-30 14:29:00,DELAY,123.37
191,1328,2026-01-30 23:42:00,DELAY,543.48
192,1338,2026-01-31 17:56:00,CUSTOMER_CANCEL,202.88
193,1340,2026-01-31 20:27:00,DELAY,279.44
194,1342,2026-01-31 13:37:00,DELAY,408.72
195,1347,2026-01-31 17:32:00,MISSING_ITEM,759.48
196,1356,2026-01-31 11:58:00,CUSTOMER_CANCEL,186.66
197,1368,2026-01-31 20:03:00,DELAY,259.05
198,1371,2026-01-31 19:43:00,MISSING_ITEM,76.8
199,1375,2026-01-31 22:46:00,DELAY,528.66
200,1406,2026-01-31 13:25:00,DELAY,367.29
201,1408,2026-01-31 16:37:00,MISSING_ITEM,406.09
202,1409,2026-01-31 10:39:00,MISSING_ITEM,596.51
203,1410,2026-01-31 15:25:00,DELAY,189.74
204,1414,2026-02-01 00:47:00,MISSING_ITEM,115.91
205,1420,2026-01-31 20:58:00,CUSTOMER_CANCEL,258.78
206,1423,2026-01-31 22:08:00,MISSING_ITEM,208.02
207,1425,2026-01-31 18:02:00,MISSING_ITEM,386.66
208,1429,2026-01-31 14:57:00,MISSING_ITEM,130.7
209,1430,2026-01-31 23:00:00,DELAY,454.23
210,1433,2026-01-31 21:28:00,MISSING_ITEM,711.77
211,1443,2026-01-31 16:09:00,DELAY,222.73
212,1445,2026-01-31 19:22:00,CUSTOMER_CANCEL,322.37
213,1447,2026-01-31 22:32:00,DELAY,112.11
214,1451,2026-01-31 23:15:00,CUSTOMER_CANCEL,246.84
215,1468,2026-01-31 13:06:00,CUSTOMER_CANCEL,255.17
216,1479,2026-01-31 13:41:00,CUSTOMER_CANCEL,578.46
217,1486,2026-01-31 13:38:00,DELAY,342.38
218,1489,2026-01-31 13:37:00,CUSTOMER_CANCEL,211.35
219,1490,2026-01-31 11:19:00,CUSTOMER_CANCEL,280.85
220,1497,2026-01-31 23:42:00,DELAY,415.39
221,1519,2026-01-31 10:14:00,DELAY,296.94
222,1544,2026-02-01 11:05:00,DELAY,433.53
223,1552,2026-02-01 15:03:00,DELAY,482.37
224,1558,2026-02-01 22:37:00,CUSTOMER_CANCEL,47.08
225,1574,2026-02-01 13:33:00,DELAY,296.17
226,1582,2026-02-01 23:12:00,MISSING_ITEM,220.54
227,1583,2026-02-01 14:04:00,DELAY,313.61
228,1589,2026-02-01 21:16:00,DELAY,355.12
229,1594,2026-02-01 20:55:00,MISSING_ITEM,198.01
230,1597,2026-02-01 15:40:00,DELAY,176.81
231,1602,2026-02-01 12:35:00,CUSTOMER_CANCEL,464.38
232,1608,2026-02-01 17:26:00,MISSING_ITEM,512.47
233,1609,2026-02-01 13:07:00,DELAY,279.93
234,1615,2026-02-01 15:00:00,MISSING_ITEM,370.97
235,1622,2026-02-01 21:09:00,CUSTOMER_CANCEL,282.4
236,1623,2026-02-01 17:23:00,CUSTOMER_CANCEL,83.1
237,1628,2026-02-01 23:20:00,MISSING_ITEM,391.11
238,1629,2026-02-01 20:16:00,MISSING_ITEM,66.17
239,1632,2026-02-01 17:40:00,DELAY,232.78
240,1636,2026-02-01 14:27:00,DELAY,403.71
241,1646,2026-02-01 22:43:00,MISSING_ITEM,321.92
242,1655,2026-02-01 21:50:00,MISSING_ITEM,192.69
243,1684,2026-02-01 17:28:00,DELAY,410.05
244,1697,2026-02-01 19:48:00,CUSTOMER_CANCEL,298.48
245,1707,2026-02-01 13:46:00,MISSING_ITEM,579.62
246,1716,2026-02-02 21:32:00,CUSTOMER_CANCEL,101.47
247,1730,2026-02-02 13:07:00,MISSING_ITEM,255.43
248,1740,2026-02-02 18:19:00,CUSTOMER_CANCEL,180.74
249,1758,2026-02-02 19:53:00,CUSTOMER_CANCEL,204.4
250,1760,2026-02-02 20:08:00,CUSTOMER_CANCEL,187.28
251,1778,2026-02-02 20:19:00,DELAY,91.25
252,1784,2026-02-02 16:55:00,MISSING_ITEM,269.94
253,1791,2026-02-02 22:56:00,CUSTOMER_CANCEL,181.73
254,1792,2026-02-02 14:51:00,MISSING_ITEM,692.19
255,1793,2026-02-02 13:57:00,CUSTOMER_CANCEL,204.77
256,1803,2026-02-02 21:12:00,DELAY,459.2
257,1823,2026-02-02 15:17:00,DELAY,236.27
258,1834,2026-02-02 19:12:00,DELAY,196.66
259,1846,2026-02-02 20:25:00,MISSING_ITEM,385.65
260,1848,2026-02-02 12:53:00,CUSTOMER_CANCEL,108.96
261,1853,2026-02-02 23:29:00,MISSING_ITEM,313.39
262,1857,2026-02-02 12:02:00,CUSTOMER_CANCEL,511.5
263,1862,2026-02-02 16:29:00,MISSING_ITEM,503.77
264,1874,2026-02-02 12:32:00,CUSTOMER_CANCEL,341.25
265,1876,2026-02-02 17:50:00,DELAY,76.52
266,1878,2026-02-02 18:36:00,CUSTOMER_CANCEL,100.21
267,1884,2026-02-02 10:48:00,MISSING_ITEM,235.68
268,1887,2026-02-02 20:50:00,DELAY,506.75
269,1889,2026-02-02 13:08:00,MISSING_ITEM,77.69
270,1890,2026-02-02 17:23:00,MISSING_ITEM,284.13
271,1891,2026-02-02 13:08:00,MISSING_ITEM,515.76
272,1895,2026-02-02 10:48:00,MISSING_ITEM,165.35
273,1897,2026-02-02 09:27:00,CUSTOMER_CANCEL,546.39
274,1898,2026-02-03 01:32:00,CUSTOMER_CANCEL,413.64
275,1907,2026-02-02 11:35:00,DELAY,221.08
276,1912,2026-02-03 14:27:00,DELAY,398.45
277,1925,2026-02-03 10:37:00,DELAY,237.08
278,1928,2026-02-03 11:10:00,MISSING_ITEM,292.59
279,1929,2026-02-03 21:22:00,CUSTOMER_CANCEL,343.17
280,1933,2026-02-03 14:04:00,DELAY,215.87
281,1934,2026-02-03 13:21:00,MISSING_ITEM,415.55
282,1940,2026-02-03 21:57:00,DELAY,120.2
283,1951,2026-02-03 12:28:00,DELAY,354.39
284,1952,2026-02-03 19:23:00,DELAY,339.82
285,1958,2026-02-03 21:42:00,DELAY,546.66
286,1968,2026-02-03 11:09:00,MISSING_ITEM,401.26
287,1970,2026-02-03 19:23:00,CUSTOMER_CANCEL,348.77
288,1976,2026-02-03 11:30:00,CUSTOMER_CANCEL,174.14
289,1977,2026-02-03 16:10:00,MISSING_ITEM,250.95
290,1982,2026-02-03 14:43:00,DELAY,335.31
291,1986,2026-02-04 00:36:00,CUSTOMER_CANCEL,88.14
292,1992,2026-02-03 15:51:00,MISSING_ITEM,688.0
293,1995,2026-02-03 22:04:00,MISSING_ITEM,387.72
294,2007,2026-02-04 01:39:00,CUSTOMER_CANCEL,276.52
295,2010,2026-02-03 17:50:00,CUSTOMER_CANCEL,252.76
296,2017,2026-02-03 11:11:00,DELAY,188.95
297,2023,2026-02-03 15:14:00,CUSTOMER_CANCEL,288.87
298,2025,2026-02-03 22:10:00,DELAY,328.6
299,2034,2026-02-03 23:45:00,CUSTOMER_CANCEL,239.17
300,2035,2026-02-03 12:14:00,MISSING_ITEM,103.34
301,2037,2026-02-03 13:11:00,DELAY,745.18
302,2041,2026-02-03 22:25:00,CUSTOMER_CANCEL,460.18
303,2045,2026-02-03 19:08:00,MISSING_ITEM,527.03
304,2050,2026-02-03 22:52:00,CUSTOMER_CANCEL,569.27
305,2055,2026-02-03 15:08:00,DELAY,156.34
306,2056,2026-02-04 00:15:00,CUSTOMER_CANCEL,132.1
307,2058,2026-02-03 18:08:00,DELAY,165.1
308,2059,2026-02-03 13:25:00,CUSTOMER_CANCEL,247.5
309,2061,2026-02-03 18:20:00,MISSING_ITEM,207.78
310,2062,2026-02-03 18:42:00,MISSING_ITEM,679.05
311,2070,2026-02-03 11:34:00,MISSING_ITEM,409.1
312,2073,2026-02-03 18:59:00,MISSING_ITEM,402.69
313,2093,2026-02-04 23:33:00,CUSTOMER_CANCEL,237.03
314,2096,2026-02-04 11:51:00,CUSTOMER_CANCEL,125.55
315,2097,2026-02-05 00:26:00,MISSING_ITEM,331.72
316,2106,2026-02-04 18:09:00,CUSTOMER_CANCEL,542.93
317,2107,2026-02-04 15:21:00,MISSING_ITEM,290.93
318,2110,2026-02-04 21:22:00,DELAY,239.0
319,2111,2026-02-05 00:18:00,CUSTOMER_CANCEL,109.55
320,2113,2026-02-04 22:47:00,MISSING_ITEM,229.34
321,2114,2026-02-05 00:12:00,DELAY,169.86
322,2122,2026-02-04 22:42:00,DELAY,258.65
323,2139,2026-02-04 21:13:00,CUSTOMER_CANCEL,313.49
324,2140,2026-02-04 20:58:00,CUSTOMER_CANCEL,332.37
325,2144,2026-02-04 14:56:00,MISSING_ITEM,81.13
326,2147,2026-02-04 18:40:00,MISSING_ITEM,128.04
327,2153,2026-02-04 15:45:00,DELAY,519.25
328,2158,2026-02-04 20:49:00,CUSTOMER_CANCEL,638.68
329,2162,2026-02-04 11:19:00,MISSING_ITEM,177.2
330,2164,2026-02-05 00:32:00,MISSING_ITEM,156.76
331,2166,2026-02-04 21:06:00,CUSTOMER_CANCEL,215.66
332,2173,2026-02-04 12:38:00,DELAY,76.63
333,2180,2026-02-04 12:14:00,MISSING_ITEM,501.16
334,2188,2026-02-04 21:47:00,DELAY,545.32
335,2190,2026-02-04 16:42:00,CUSTOMER_CANCEL,250.76
336,2197,2026-02-04 10:37:00,DELAY,361.06
337,2202,2026-02-04 12:43:00,MISSING_ITEM,248.39
338,2214,2026-02-04 22:53:00,CUSTOMER_CANCEL,267.13
339,2218,2026-02-04 17:32:00,DELAY,108.71
340,2221,2026-02-04 18:16:00,CUSTOMER_CANCEL,93.64
341,2229,2026-02-04 11:20:00,CUSTOMER_CANCEL,266.26
342,2239,2026-02-04 11:16:00,CUSTOMER_CANCEL,300.58
343,2257,2026-02-05 18:14:00,MISSING_ITEM,750.9
344,2258,2026-02-05 22:49:00,MISSING_ITEM,290.01
345,2269,2026-02-05 14:27:00,MISSING_ITEM,175.16
346,2278,2026-02-05 19:12:00,DELAY,172.63
347,2282,2026-02-05 10:18:00,MISSING_ITEM,317.09
348,2288,2026-02-05 22:24:00,MISSING_ITEM,348.94
349,2308,2026-02-05 15:47:00,DELAY,291.1
350,2311,2026-02-06 00:12:00,MISSING_ITEM,415.75
351,2323,2026-02-06 00:03:00,CUSTOMER_CANCEL,315.44
352,2326,2026-02-05 11:08:00,MISSING_ITEM,338.94
353,2333,2026-02-05 17:56:00,CUSTOMER_CANCEL,412.7
354,2336,2026-02-05 13:07:00,MISSING_ITEM,494.58
355,2340,2026-02-05 14:30:00,CUSTOMER_CANCEL,239.95
356,2351,2026-02-05 20:13:00,CUSTOMER_CANCEL,255.06
357,2357,2026-02-05 15:59:00,MISSING_ITEM,317.01
358,2363,2026-02-05 14:58:00,CUSTOMER_CANCEL,278.99
359,2368,2026-02-05 22:59:00,MISSING_ITEM,472.27
360,2369,2026-02-06 00:02:00,DELAY,231.71
361,2374,2026-02-05 13:00:00,MISSING_ITEM,533.75
362,2378,2026-02-05 14:02:00,DELAY,185.72
363,2383,2026-02-05 22:44:00,MISSING_ITEM,175.8
364,2386,2026-02-05 11:22:00,MISSING_ITEM,136.04
365,2391,2026-02-05 16:02:00,DELAY,264.52
366,2395,2026-02-05 20:15:00,DELAY,319.83
367,2396,2026-02-05 17:20:00,MISSING_ITEM,83.62
368,2402,2026-02-05 22:22:00,DELAY,430.75
369,2406,2026-02-05 11:08:00,DELAY,544.62
370,2408,2026-02-05 16:52:00,MISSING_ITEM,198.6
371,2416,2026-02-05 23:33:00,DELAY,128.56
372,2417,2026-02-05 18:19:00,MISSING_ITEM,448.41
373,2418,2026-02-05 15:41:00,DELAY,464.67
374,2421,2026-02-05 16:13:00,CUSTOMER_CANCEL,590.88
375,2444,2026-02-05 20:39:00,CUSTOMER_CANCEL,313.22
376,2446,2026-02-05 10:31:00,DELAY,196.72
377,2448,2026-02-05 12:53:00,MISSING_ITEM,230.67
378,2452,2026-02-05 12:23:00,MISSING_ITEM,368.73
379,2456,2026-02-05 09:49:00,DELAY,149.31
380,2463,2026-02-05 17:52:00,MISSING_ITEM,190.57
381,2472,2026-02-06 16:56:00,DELAY,340.76
382,2473,2026-02-06 17:45:00,CUSTOMER_CANCEL,438.2
383,2486,2026-02-06 22:53:00,CUSTOMER_CANCEL,141.16
384,2501,2026-02-06 10:18:00,DELAY,207.56
385,2514,2026-02-06 23:27:00,MISSING_ITEM,465.75
386,2515,2026-02-06 21:42:00,DELAY,420.42
387,2518,2026-02-06 20:57:00,CUSTOMER_CANCEL,92.89
388,2538,2026-02-06 20:25:00,MISSING_ITEM,158.36
389,2544,2026-02-06 21:30:00,CUSTOMER_CANCEL,295.23
390,2549,2026-02-06 17:33:00,DELAY,109.86
391,2551,2026-02-06 23:40:00,CUSTOMER_CANCEL,169.91
392,2558,2026-02-06 23:07:00,CUSTOMER_CANCEL,73.01
393,2559,2026-02-06 19:25:00,MISSING_ITEM,186.05
394,2566,2026-02-06 16:38:00,MISSING_ITEM,314.46
395,2575,2026-02-06 11:33:00,CUSTOMER_CANCEL,142.63
396,2585,2026-02-06 20:34:00,CUSTOMER_CANCEL,479.13
397,2598,2026-02-06 15:02:00,DELAY,124.49
398,2599,2026-02-06 21:59:00,DELAY,259.21
399,2602,2026-02-06 17:33:00,MISSING_ITEM,392.6
400,2617,2026-02-06 22:14:00,CUSTOMER_CANCEL,365.28
401,2620,2026-02-06 17:50:00,MISSING_ITEM,136.85
402,2639,2026-02-06 13:12:00,MISSING_ITEM,47.81
403,2644,2026-02-07 00:35:00,CUSTOMER_CANCEL,296.28
404,2646,2026-02-06 13:51:00,DELAY,118.79
405,2663,2026-02-07 00:18:00,CUSTOMER_CANCEL,240.96
406,2679,2026-02-07 23:58:00,DELAY,112.83
407,2684,2026-02-07 19:11:00,CUSTOMER_CANCEL,127.39
408,2688,2026-02-07 19:19:00,CUSTOMER_CANCEL,183.2
409,2696,2026-02-07 16:06:00,MISSING_ITEM,230.01
410,2704,2026-02-07 10:18:00,CUSTOMER_CANCEL,303.14
411,2706,2026-02-07 19:53:00,DELAY,504.86
412,2716,2026-02-07 15:23:00,DELAY,509.85
413,2728,2026-02-07 12:03:00,DELAY,255.54
414,2732,2026-02-07 18:32:00,CUSTOMER_CANCEL,555.26
415,2750,2026-02-07 10:55:00,CUSTOMER_CANCEL,302.65
416,2753,2026-02-07 16:22:00,CUSTOMER_CANCEL,250.39
417,2754,2026-02-07 18:10:00,MISSING_ITEM,220.31
418,2775,2026-02-07 12:47:00,DELAY,381.94
419,2788,2026-02-07 23:13:00,CUSTOMER_CANCEL,458.81
420,2816,2026-02-08 22:19:00,CUSTOMER_CANCEL,367.93
421,2822,2026-02-08 22:46:00,CUSTOMER_CANCEL,252.91
422,2832,2026-02-08 14:40:00,DELAY,136.04
423,2840,2026-02-08 13:29:00,CUSTOMER_CANCEL,296.2
424,2846,2026-02-08 20:17:00,MISSING_ITEM,106.11
425,2853,2026-02-08 14:39:00,CUSTOMER_CANCEL,262.35
426,2856,2026-02-08 23:13:00,MISSING_ITEM,72.94
427,2872,2026-02-08 23:01:00,CUSTOMER_CANCEL,463.14
428,2880,2026-02-08 16:43:00,CUSTOMER_CANCEL,299.37
429,2890,2026-02-08 17:52:00,CUSTOMER_CANCEL,502.48
430,2897,2026-02-09 01:31:00,MISSING_ITEM,396.92
431,2904,2026-02-08 19:47:00,DELAY,198.42
432,2906,2026-02-09 01:24:00,DELAY,205.84
433,2907,2026-02-08 10:05:00,DELAY,239.25
434,2913,2026-02-08 12:20:00,MISSING_ITEM,521.54
435,2930,2026-02-08 10:28:00,MISSING_ITEM,589.65
436,2933,2026-02-08 14:09:00,MISSING_ITEM,442.28
437,2937,2026-02-09 00:28:00,DELAY,296.92
438,2942,2026-02-08 17:33:00,DELAY,97.86
439,2950,2026-02-08 15:43:00,MISSING_ITEM,406.79
440,2951,2026-02-08 19:31:00,DELAY,336.21
441,2960,2026-02-08 23:04:00,MISSING_ITEM,351.06
442,2964,2026-02-08 14:30:00,CUSTOMER_CANCEL,692.51
443,2977,2026-02-08 09:47:00,MISSING_ITEM,357.31
