order_id,item_id,quantity,item_price,cuisine_type
30,68,1,98.42,Chinese
31,69,1,169.61,South Indian
31,70,1,247.88,Street Food
31,71,1,143.71,Biryani
32,72,1,197.07,Street Food
33,73,2,86.2,Chinese
33,74,2,263.41,North Indian
33,75,3,240.44,North Indian
34,76,1,116.81,Chinese
34,77,1,170.38,Biryani
34,78,3,148.02,Street Food
34,79,3,168.77,Street Food
35,80,2,253.69,Pizza
35,81,3,156.06,Chinese
35,82,1,249.05,Biryani
36,83,1,292.85,South Indian
36,84,1,105.9,Cafe
36,85,3,291.42,South Indian
37,86,2,171.58,Pizza
37,87,2,277.61,Chinese
37,88,3,167.18,Biryani
37,89,3,93.45,Biryani
38,90,3,123.56,Cafe
38,91,3,229.76,North Indian
38,92,3,157.02,Biryani
38,93,2,184.44,Chinese
39,94,3,86.56,South Indian
39,95,2,96.25,North Indian
40,96,2,138.96,Pizza
40,97,3,203.82,Biryani
40,98,3,234.24,North Indian
40,99,3,157.63,North Indian
41,100,3,262.6,Biryani
41,101,3,283.78,Cafe
41,102,1,162.56,Chinese
41,103,1,165.94,North Indian
42,104,2,141.97,Street Food
43,105,1,225.03,Biryani
43,106,3,168.3,North Indian
43,107,1,216.57,Pizza
44,108,3,274.16,Biryani
44,109,3,191.61,Chinese
44,110,3,281.06,Cafe
45,111,1,159.76,Biryani
45,112,1,139.08,North Indian
45,113,2,125.81,Cafe
46,114,2,189.17,Street Food
46,115,3,177.9,Cafe
46,116,1,100.52,Cafe
47,117,1,125.0,Street Food
48,118,2,288.87,South Indian
48,119,1,126.85,Street Food
49,120,3,126.33,Street Food
49,121,2,228.15,Chinese
49,122,2,230.63,South Indian
49,123,2,113.24,Biryani
50,124,1,109.79,Street Food
50,125,2,196.51,North Indian
50,126,2,135.09,Pizza
51,127,1,287.72,Chinese
52,128,3,228.19,South Indian
52,129,1,104.46,Street Food
52,130,2,135.94,Cafe
53,131,3,117.21,Street Food
53,132,2,105.15,South Indian
54,133,2,151.38,Chinese
54,134,3,222.91,North Indian
55,135,2,109.2,Street Food
56,136,2,285.95,South Indian
57,137,1,90.97,South Indian
58,138,1,287.56,Street Food
58,139,2,294.54,Pizza
58,140,2,132.23,Chinese
58,141,3,211.15,Chinese
59,142,3,115.65,Pizza
59,143,2,190.81,Street Food
60,144,1,130.13,Biryani
60,145,2,174.98,North Indian
60,146,2,247.42,Cafe
61,147,1,127.41,Cafe
61,148,2,272.53,Cafe
61,149,2,142.8,Cafe
62,150,2,187.63,Street Food
63,151,2,202.59,Street Food
64,152,2,143.17,Cafe
65,153,1,219.3,Street Food
65,154,3,225.32,South Indian
65,155,2,253.8,Biryani
65,156,2,292.67,Biryani
66,157,3,184.36,Street Food
66,158,2,145.98,Chinese
66,159,3,299.18,South Indian
67,160,3,175.22,Biryani
67,161,3,200.34,Cafe
67,162,3,142.39,Pizza
67,163,3,260.57,Biryani
68,164,1,114.79,North Indian
68,165,1,251.88,Pizza
69,166,3,80.34,Chinese
70,167,2,153.36,Cafe
70,168,1,139.75,Chinese
71,169,1,150.76,Cafe
71,170,1,181.41,Chinese
71,171,2,274.58,Cafe
71,172,3,153.96,North Indian
72,173,1,257.28,Biryani
73,174,2,180.99,North Indian
73,175,1,255.43,Biryani
74,176,1,217.71,Chinese
74,177,3,284.2,Street Food
74,178,2,80.23,South Indian
74,179,2,228.35,Cafe
75,180,3,160.63,Street Food
75,181,3,160.28,South Indian
75,182,3,148.0,North Indian
75,183,2,247.6,Pizza
76,184,2,255.03,Biryani
76,185,1,165.23,Biryani
76,186,1,149.85,Biryani
76,187,1,152.74,Cafe
77,188,3,285.11,North Indian
78,189,2,240.93,Biryani
78,190,2,226.24,Cafe
78,191,3,242.72,North Indian
79,192,3,180.98,Street Food
79,193,3,113.91,Street Food
79,194,2,198.65,Biryani
79,195,2,106.26,Chinese
80,196,2,186.85,Chinese
80,197,3,82.09,Pizza
80,198,1,226.84,Biryani
80,199,2,143.15,Cafe
81,200,3,132.28,Biryani
81,201,3,244.83,North Indian
81,202,3,264.42,Pizza
81,203,1,295.58,Chinese
81,204,2,196.34,Biryani
82,205,2,292.2,North Indian
82,206,2,240.0,North Indian
83,207,1,123.36,Chinese
83,208,2,84.02,Cafe
83,209,2,159.34,Pizza
83,210,1,260.1,Biryani
84,211,2,195.88,Pizza
84,212,3,182.48,North Indian
85,213,1,110.95,South Indian
85,214,1,264.01,South Indian
85,215,3,271.63,Biryani
85,216,1,268.05,Street Food
86,217,2,177.81,North Indian
87,218,3,106.87,South Indian
87,219,3,167.17,North Indian
88,220,3,180.45,Chinese
88,221,3,228.84,South Indian
89,222,2,248.34,Street Food
90,223,1,92.84,Street Food
90,224,1,232.04,Cafe
91,225,2,106.52,Pizza
91,226,2,295.34,Pizza
91,227,3,179.11,Cafe
91,228,2,120.47,Pizza
92,229,2,271.93,South Indian
92,230,2,177.33,Chinese
92,231,3,108.58,Chinese
92,232,1,145.57,Street Food
93,233,2,252.84,North Indian
93,234,2,159.36,Cafe
94,235,3,193.5,South Indian
94,236,3,256.9,Pizza
94,237,2,168.47,North Indian
94,238,3,255.11,North Indian
95,239,2,181.25,Cafe
95,240,1,252.88,Chinese
96,241,3,193.38,Street Food
96,242,3,149.17,North Indian
97,243,1,112.23,Street Food
97,244,2,159.96,Biryani
97,245,2,92.3,North Indian
98,246,3,86.45,Biryani
98,247,2,273.46,Cafe
98,248,1,274.81,Pizza
98,249,2,284.79,Pizza
99,250,2,176.98,Pizza
100,251,2,299.92,Pizza
101,252,3,206.24,Pizza
102,253,2,241.26,Biryani
102,254,1,291.11,Chinese
102,255,2,232.36,North Indian
102,256,3,289.87,Biryani
103,257,3,99.48,Biryani
103,258,2,282.76,Biryani
104,259,1,154.84,Chinese
104,260,2,194.78,Cafe
104,261,2,284.7,South Indian
104,262,3,181.35,Cafe
105,263,3,141.88,Biryani
105,264,2,211.02,North Indian
105,265,1,153.71,North Indian
105,266,1,199.58,Pizza
106,267,2,217.68,North Indian
107,268,2,135.43,Street Food
108,269,1,189.29,Pizza
108,270,1,96.12,Chinese
108,271,3,235.3,Biryani
109,272,1,166.01,Biryani
109,273,1,195.67,South Indian
109,274,2,97.43,North Indian
110,275,2,181.14,North Indian
110,276,2,289.46,Street Food
111,277,1,147.5,Street Food
111,278,3,218.11,North Indian
111,279,2,186.84,Pizza
112,280,3,161.21,Pizza
112,281,2,274.55,South Indian
112,282,2,287.46,North Indian
113,283,3,163.62,South Indian
113,284,2,271.91,Cafe
113,285,3,164.77,Cafe
114,286,2,201.2,Biryani
115,287,3,292.23,South Indian
115,288,3,270.74,Chinese
115,289,3,101.17,Biryani
115,290,2,89.74,Pizza
116,291,2,230.02,Biryani
116,292,1,174.78,Street Food
117,293,1,257.66,Street Food
118,294,2,119.17,South Indian
118,295,1,92.36,Biryani
119,296,2,153.8,North Indian
119,297,1,189.44,Biryani
119,298,1,166.35,Street Food
119,299,2,165.85,Cafe
120,300,1,294.66,Biryani
120,301,2,253.8,Street Food
120,302,3,110.25,Biryani
121,303,1,218.25,Street Food
121,304,2,296.49,Street Food
122,305,2,184.92,Pizza
122,306,2,230.78,Biryani
122,307,1,186.98,North Indian
123,308,2,144.3,Chinese
123,309,1,203.41,Street Food
123,310,3,192.51,South Indian
124,311,3,88.75,North Indian
125,312,1,217.74,Biryani
125,313,2,177.29,Pizza
125,314,1,170.32,Pizza
125,315,3,182.13,North Indian
126,316,2,131.31,Chinese
126,317,3,121.08,South Indian
126,318,3,286.86,North Indian
127,319,1,108.25,Biryani
127,320,1,214.26,Street Food
128,321,2,269.62,Cafe
128,322,2,164.95,Cafe
128,323,1,130.84,Cafe
129,324,2,137.4,Cafe
129,325,3,253.77,Chinese
129,326,2,280.25,Chinese
129,327,3,209.22,Biryani
130,328,3,142.97,Biryani
130,329,1,99.98,North Indian
130,330,3,178.27,Cafe
130,331,3,140.04,Street Food
131,332,1,195.36,Cafe
132,333,1,145.21,Chinese
133,334,2,222.73,Chinese
134,335,3,111.01,Pizza
134,336,1,132.85,Biryani
134,337,3,248.65,Chinese
135,338,3,292.52,Chinese
136,339,3,209.72,North Indian
136,340,2,113.2,Pizza
136,341,2,165.16,Cafe
136,342,3,192.5,Street Food
137,343,1,80.87,South Indian
137,344,3,118.66,Cafe
138,345,3,194.26,Biryani
138,346,3,230.19,Street Food
138,347,2,142.47,Pizza
138,348,2,171.03,South Indian
138,349,2,116.41,Cafe
138,350,3,220.94,Biryani
139,351,3,243.79,Cafe
140,352,3,274.01,Pizza
140,353,3,139.83,Pizza
140,354,1,213.8,Biryani
141,355,2,159.12,Street Food
141,356,1,257.15,Chinese
141,357,2,103.06,Cafe
142,358,3,183.88,Chinese
142,359,1,256.99,Biryani
143,360,3,157.2,Chinese
143,361,1,218.38,North Indian
143,362,2,226.14,South Indian
143,363,3,112.68,Street Food
144,364,2,233.98,South Indian
144,365,2,222.99,Cafe
145,366,3,289.28,North Indian
145,367,2,282.86,Cafe
146,368,3,139.52,Chinese
147,369,1,183.97,Cafe
147,370,2,97.29,North Indian
148,371,2,172.7,Cafe
149,372,2,130.75,North Indian
149,373,3,215.96,North Indian
150,374,3,165.73,Biryani
150,375,3,288.49,Pizza
150,376,3,125.23,Chinese
150,377,1,254.82,Pizza
151,378,2,82.66,Biryani
151,379,2,299.51,North Indian
152,380,1,277.8,Street Food
152,381,3,119.37,Pizza
153,382,1,171.03,Chinese
154,383,1,229.83,Biryani
155,384,3,181.06,Street Food
155,385,1,103.36,Biryani
156,386,1,207.79,Cafe
157,387,1,105.6,Cafe
157,388,3,222.61,Cafe
157,389,1,298.33,Cafe
158,390,2,255.81,North Indian
158,391,3,219.02,Street Food
159,392,3,176.89,Chinese
159,393,2,292.45,Street Food
159,394,2,217.68,Pizza
159,395,2,182.96,Biryani
160,396,3,273.27,Chinese
160,397,1,182.61,Pizza
161,398,3,201.34,Pizza
161,399,1,274.36,Pizza
161,400,3,104.15,Street Food
161,401,1,140.73,Pizza
162,402,2,230.85,Biryani
162,403,3,287.37,Chinese
162,404,3,160.12,Chinese
162,405,3,178.19,Street Food
163,406,3,131.34,Biryani
164,407,3,159.01,South Indian
164,408,3,122.91,Street Food
164,409,1,222.23,Chinese
165,410,2,117.81,Pizza
165,411,3,171.76,Street Food
166,412,1,163.97,North Indian
166,413,2,224.99,Biryani
166,414,2,186.6,Cafe
167,415,3,242.96,Cafe
167,416,3,273.52,Street Food
167,417,3,171.1,Biryani
168,418,1,134.79,Chinese
169,419,3,199.21,Biryani
170,420,2,271.85,Biryani
170,421,1,255.59,Cafe
171,422,2,227.16,Pizza
172,423,1,116.93,North Indian
172,424,3,202.84,Cafe
172,425,1,100.98,Pizza
172,426,3,149.35,Cafe
173,427,2,137.74,North Indian
173,428,1,188.62,Street Food
174,429,1,111.16,Pizza
174,430,2,262.23,North Indian
174,431,1,97.85,Cafe
174,432,1,291.46,North Indian
175,433,3,131.48,South Indian
176,434,2,193.55,Street Food
176,435,1,146.89,South Indian
176,436,1,259.8,Cafe
176,437,1,261.67,South Indian
177,438,1,160.99,Street Food
177,439,3,128.88,South Indian
177,440,2,124.29,Pizza
177,441,2,91.85,Chinese
178,442,1,152.07,South Indian
178,443,3,140.8,South Indian
179,444,2,207.36,North Indian
180,445,1,110.13,Pizza
180,446,3,265.15,Pizza
180,447,1,258.04,Biryani
180,448,1,191.74,Cafe
181,449,2,129.52,South Indian
181,450,1,273.59,Biryani
181,451,1,129.77,Street Food
181,452,1,159.59,North Indian
182,453,2,149.91,Biryani
183,454,3,225.46,Cafe
184,455,3,202.52,Biryani
185,456,3,201.27,Biryani
185,457,2,95.17,Biryani
185,458,2,280.55,Chinese
186,459,1,160.03,Biryani
186,460,2,82.59,South Indian
187,461,1,256.1,Biryani
188,462,1,115.89,North Indian
189,463,3,254.86,Street Food
189,464,2,101.26,Chinese
189,465,1,261.48,Cafe
189,466,3,151.69,Street Food
190,467,2,171.87,Cafe
190,468,1,295.18,Cafe
191,469,3,217.68,North Indian
191,470,1,265.69,Chinese
192,471,2,229.21,Biryani
192,472,1,265.04,Biryani
192,473,1,93.55,Street Food
193,474,2,176.19,North Indian
193,475,3,153.47,Chinese
194,476,1,118.1,Cafe
194,477,1,250.95,Chinese
194,478,3,281.51,Pizza
195,479,1,273.63,North Indian
195,480,2,131.37,Street Food
195,481,3,247.54,South Indian
195,482,3,259.47,South Indian
196,483,1,242.35,Cafe
197,484,3,139.52,Biryani
197,485,2,144.53,North Indian
197,486,3,159.75,Cafe
198,487,2,291.48,Chinese
198,488,2,142.44,Cafe
198,489,1,130.41,Cafe
198,490,1,233.51,Cafe
199,491,2,246.05,Pizza
200,492,3,105.27,Biryani
200,493,1,211.45,South Indian
201,494,3,240.93,Biryani
201,495,1,289.55,North Indian
202,496,3,232.57,Street Food
202,497,1,129.24,Pizza
202,498,3,280.98,Pizza
203,499,3,136.77,North Indian
203,500,2,200.14,Street Food
203,501,3,227.85,Pizza
204,502,3,211.61,South Indian
204,503,2,189.76,Cafe
204,504,2,292.85,North Indian
204,505,1,218.82,North Indian
205,506,1,139.76,South Indian
206,507,2,208.3,Cafe
207,508,2,106.77,Biryani
208,509,3,187.29,North Indian
208,510,1,170.92,Biryani
208,511,2,103.32,Chinese
208,512,3,143.15,Cafe
209,513,2,104.14,Street Food
209,514,1,235.33,Chinese
209,515,2,215.89,Cafe
210,516,3,144.03,North Indian
210,517,1,130.02,Chinese
210,518,3,175.95,Chinese
210,519,1,263.67,Chinese
211,520,3,147.93,Chinese
212,521,3,292.47,South Indian
213,522,2,219.57,North Indian
213,523,1,154.55,Cafe
214,524,1,258.99,South Indian
214,525,2,154.7,South Indian
215,526,3,284.2,Street Food
215,527,1,136.56,Biryani
216,528,3,291.48,North Indian
217,529,1,290.71,Street Food
218,530,1,214.59,Cafe
218,531,1,166.05,Chinese
218,532,1,271.91,North Indian
218,533,3,276.03,North Indian
219,534,2,115.7,North Indian
219,535,2,298.44,Street Food
219,536,2,148.18,Chinese
220,537,1,96.76,South Indian
220,538,1,283.74,Street Food
220,539,2,230.95,Chinese
221,540,1,103.17,Chinese
222,541,2,88.92,Pizza
222,542,2,233.19,Street Food
222,543,1,117.16,Street Food
222,544,2,248.89,Street Food
223,545,2,111.6,Pizza
223,546,3,141.27,Biryani
224,547,1,95.93,North Indian
225,548,3,295.36,Cafe
226,549,3,114.02,Chinese
226,550,3,161.64,Biryani
226,551,2,190.97,North Indian
226,552,2,251.1,Pizza
227,553,3,194.81,Chinese
227,554,1,114.22,Street Food
227,555,2,297.86,Cafe
227,556,2,281.31,Cafe
228,557,3,92.69,Biryani
228,558,3,239.97,Biryani
228,559,1,187.45,South Indian
229,560,1,100.43,Street Food
230,561,1,177.27,Pizza
230,562,1,252.45,Cafe
231,563,2,214.3,North Indian
232,564,3,261.9,North Indian
232,565,2,139.26,Pizza
232,566,2,297.3,Pizza
232,567,2,209.45,Street Food
233,568,1,96.3,South Indian
234,569,2,134.57,Pizza
234,570,2,130.54,North Indian
234,571,1,275.94,North Indian
235,572,3,241.89,Pizza
235,573,3,177.0,Chinese
236,574,2,163.73,Biryani
236,575,1,286.8,Pizza
236,576,3,170.65,Pizza
236,577,3,162.66,South Indian
237,578,3,219.29,Cafe
237,579,2,240.87,Chinese
238,580,1,121.59,North Indian
239,581,1,124.8,Cafe
239,582,3,286.77,South Indian
239,583,1,176.89,Cafe
240,584,3,198.76,Cafe
240,585,3,220.52,Pizza
240,586,1,159.81,Cafe
240,587,1,220.57,South Indian
241,588,1,191.13,South Indian
241,589,2,138.64,Pizza
241,590,3,222.55,Street Food
241,591,1,290.04,North Indian
242,592,1,157.48,Chinese
243,593,1,163.48,South Indian
244,594,1,165.89,Biryani
244,595,1,147.3,North Indian
244,596,2,284.91,Street Food
245,597,3,138.98,Street Food
245,598,1,290.28,Pizza
246,599,2,286.17,Cafe
246,600,2,270.75,South Indian
246,601,1,180.9,Pizza
247,602,1,89.44,North Indian
247,603,3,255.11,Cafe
247,604,2,180.52,Street Food
247,605,3,204.47,Biryani
248,606,2,183.28,Pizza
249,607,3,164.28,Pizza
250,608,2,167.98,North Indian
251,609,2,95.02,Street Food
252,610,1,242.12,South Indian
252,611,1,176.28,Street Food
253,612,2,144.85,Street Food
253,613,2,123.57,South Indian
254,614,3,139.83,North Indian
254,615,2,212.38,North Indian
255,616,2,153.34,South Indian
255,617,1,221.02,South Indian
255,618,2,282.91,Cafe
255,619,2,169.68,Biryani
256,620,2,178.21,Cafe
257,621,2,170.74,Pizza
257,622,2,204.53,South Indian
258,623,3,261.64,Biryani
259,624,2,187.73,Cafe
259,625,1,263.01,Cafe
259,626,2,206.33,Pizza
259,627,2,283.09,Street Food
260,628,1,229.39,South Indian
260,629,2,172.2,Street Food
261,630,2,229.16,Chinese
261,631,2,207.71,Street Food
261,632,3,208.1,Street Food
262,633,3,250.03,Biryani
263,634,1,81.0,North Indian
264,635,2,206.63,North Indian
265,636,1,234.36,Cafe
265,637,1,236.66,Street Food
265,638,1,293.14,North Indian
266,639,3,155.85,Pizza
266,640,3,258.5,Pizza
266,641,1,228.21,Street Food
267,642,2,165.99,South Indian
267,643,2,96.39,North Indian
267,644,2,216.58,North Indian
267,645,2,105.51,South Indian
268,646,1,252.05,Chinese
269,647,3,179.26,North Indian
269,648,2,147.81,Biryani
269,649,2,120.21,North Indian
270,650,2,215.47,South Indian
270,651,3,288.75,Chinese
270,652,2,112.16,Pizza
271,653,1,291.7,Biryani
272,654,2,290.63,North Indian
272,655,2,241.01,South Indian
272,656,1,299.04,Pizza
272,657,1,215.16,Cafe
273,658,3,213.62,Street Food
273,659,3,215.72,Chinese
273,660,1,84.71,South Indian
274,661,3,137.15,North Indian
274,662,3,225.39,North Indian
275,663,2,236.88,Cafe
275,664,3,193.15,Pizza
275,665,2,128.84,Chinese
275,666,3,126.19,Chinese
276,667,1,194.14,Cafe
276,668,2,105.75,Biryani
276,669,2,152.37,Pizza
276,670,1,243.93,South Indian
277,671,3,99.21,Cafe
277,672,3,213.5,South Indian
277,673,3,112.91,Cafe
278,674,3,181.39,Cafe
279,675,2,280.81,Pizza
279,676,3,298.39,Pizza
279,677,3,250.0,North Indian
280,678,3,118.57,Pizza
280,679,1,207.06,North Indian
281,680,3,294.79,South Indian
282,681,2,206.66,Cafe
282,682,1,82.71,Cafe
282,683,1,222.13,South Indian
282,684,2,200.48,Cafe
283,685,2,191.3,Chinese
283,686,1,178.66,Chinese
283,687,3,217.32,Chinese
284,688,3,171.95,Street Food
285,689,3,99.35,Cafe
285,690,3,100.96,Cafe
286,691,2,102.27,Street Food
287,692,1,102.64,Street Food
287,693,1,176.66,Pizza
287,694,3,254.88,Street Food
288,695,2,192.31,South Indian
289,696,1,274.72,South Indian
289,697,2,142.27,Biryani
290,698,2,114.56,Biryani
291,699,2,243.24,Biryani
291,700,3,249.45,South Indian
292,701,3,294.33,Chinese
292,702,2,249.76,North Indian
292,703,3,190.57,Biryani
292,704,1,166.15,Street Food
293,705,1,139.49,Cafe
293,706,3,162.95,South Indian
294,707,2,113.44,Street Food
294,708,2,103.28,Biryani
295,709,2,183.24,Street Food
296,710,2,225.62,Chinese
297,711,3,191.07,Chinese
297,712,1,153.95,Chinese
297,713,1,298.73,South Indian
298,714,1,115.36,Street Food
299,715,2,121.81,Chinese
299,716,1,207.74,South Indian
299,717,2,255.01,Street Food
300,718,3,197.09,South Indian
301,719,2,238.46,Pizza
301,720,3,171.93,Street Food
301,721,2,86.27,South Indian
302,722,2,172.35,Cafe
302,723,2,141.71,Street Food
302,724,2,141.76,Pizza
302,725,2,211.48,North Indian
303,726,1,267.7,South Indian
304,727,1,281.08,North Indian
305,728,1,121.73,North Indian
306,729,1,206.17,Biryani
307,730,1,225.82,Cafe
307,731,1,249.06,North Indian
307,732,1,101.4,Pizza
308,733,3,254.41,Pizza
308,734,1,96.52,South Indian
309,735,2,232.75,Pizza
310,736,1,251.39,Street Food
310,737,2,177.63,North Indian
311,738,1,118.02,Chinese
311,739,3,260.66,Chinese
311,740,2,201.25,South Indian
311,741,2,109.47,Cafe
312,742,2,127.5,Street Food
312,743,1,270.47,Biryani
312,744,3,155.24,Biryani
312,745,2,231.61,Cafe
313,746,2,224.82,Street Food
313,747,2,118.78,Street Food
313,748,3,170.44,South Indian
313,749,1,130.76,Pizza
314,750,1,201.97,Chinese
314,751,2,193.14,Street Food
314,752,3,162.07,Street Food
314,753,1,104.56,North Indian
315,754,2,278.01,South Indian
315,755,2,246.48,Pizza
316,756,1,93.19,Biryani
316,757,1,112.18,Chinese
316,758,3,144.08,Cafe
316,759,2,108.85,South Indian
317,760,1,272.83,South Indian
317,761,3,142.84,Chinese
318,762,1,299.04,Cafe
318,763,1,85.63,Pizza
319,764,3,95.84,Pizza
319,765,1,165.89,Biryani
319,766,3,295.22,Biryani
320,767,3,150.61,Pizza
320,768,2,228.53,Biryani
320,769,1,181.57,Biryani
321,770,1,204.5,Cafe
322,771,1,110.33,North Indian
322,772,3,239.19,Biryani
322,773,1,205.31,Biryani
323,774,1,103.14,Street Food
323,775,3,93.96,Chinese
324,776,2,100.39,Cafe
324,777,2,166.63,Chinese
324,778,2,260.87,Chinese
324,779,2,180.21,South Indian
325,780,3,208.73,North Indian
325,781,2,258.27,Chinese
325,782,3,96.59,Cafe
326,783,3,171.0,Street Food
326,784,1,223.53,Cafe
326,785,2,89.92,Pizza
326,786,3,228.05,Biryani
327,787,2,253.29,North Indian
328,788,1,272.29,Cafe
329,789,1,191.94,Pizza
329,790,1,283.22,Street Food
330,791,1,224.09,Pizza
331,792,1,135.86,Cafe
331,793,2,220.19,Street Food
331,794,3,119.93,Cafe
332,795,3,245.07,Biryani
333,796,3,288.12,Biryani
333,797,1,117.93,Pizza
333,798,2,175.28,Cafe
334,799,2,105.99,Biryani
334,800,3,253.97,North Indian
334,801,2,237.04,Chinese
334,802,1,105.4,North Indian
335,803,3,109.9,Cafe
336,804,1,232.85,Biryani
336,805,2,262.52,Street Food
336,806,3,167.6,South Indian
336,807,2,235.77,Pizza
337,808,3,290.37,Pizza
337,809,1,115.63,Pizza
338,810,2,152.96,South Indian
338,811,3,235.71,North Indian
339,812,1,214.3,Street Food
339,813,2,115.48,Biryani
339,814,3,230.69,Pizza
339,815,3,104.25,Street Food
340,816,3,230.68,Pizza
341,817,1,229.66,Cafe
342,818,3,83.63,South Indian
343,819,3,146.76,Street Food
343,820,2,272.59,Biryani
344,821,3,104.74,Cafe
344,822,1,269.35,North Indian
344,823,3,286.09,Chinese
345,824,2,274.31,North Indian
346,825,3,94.16,North Indian
346,826,1,236.45,North Indian
346,827,3,144.34,Cafe
346,828,1,226.18,Chinese
347,829,3,81.61,Biryani
347,830,2,293.28,Street Food
348,831,1,228.64,Biryani
348,832,3,177.0,Biryani
349,833,1,280.2,Pizza
350,834,2,237.43,South Indian
350,835,3,253.49,Chinese
350,836,1,97.41,Pizza
351,837,1,132.17,Biryani
351,838,2,290.45,Chinese
351,839,3,248.13,Cafe
351,840,3,197.83,Cafe
352,841,3,219.26,Pizza
352,842,1,290.02,Chinese
352,843,3,164.81,Cafe
352,844,1,156.56,Street Food
353,845,1,241.01,North Indian
354,846,3,155.16,Pizza
355,847,2,253.96,Pizza
355,848,2,146.9,Street Food
355,849,3,107.81,Chinese
356,850,2,161.99,Pizza
356,851,2,292.63,Biryani
357,852,1,169.92,South Indian
357,853,1,291.38,South Indian
357,854,3,279.25,South Indian
358,855,2,187.51,North Indian
358,856,2,158.22,South Indian
358,857,1,224.88,Pizza
358,858,1,81.75,North Indian
359,859,3,194.88,Biryani
359,860,3,174.55,North Indian
359,861,3,194.8,Pizza
359,862,2,89.16,Biryani
360,863,2,254.66,North Indian
360,864,2,142.73,Pizza
360,865,3,97.83,Street Food
360,866,1,237.79,Chinese
361,867,1,100.16,Street Food
361,868,1,295.96,Pizza
362,869,3,273.51,Pizza
362,870,2,208.96,Street Food
362,871,1,191.74,Chinese
362,872,2,263.49,Chinese
363,873,3,176.13,North Indian
363,874,3,270.58,Street Food
363,875,3,153.81,South Indian
363,876,3,238.84,Cafe
364,877,3,293.82,South Indian
365,878,1,262.65,Cafe
365,879,2,283.68,Biryani
365,880,3,187.68,South Indian
365,881,1,132.91,Pizza
366,882,2,209.81,Chinese
367,883,1,253.06,South Indian
367,884,3,228.52,Street Food
367,885,3,172.95,South Indian
367,886,3,82.81,Chinese
368,887,2,290.41,Cafe
369,888,3,279.9,Pizza
369,889,1,160.14,Cafe
370,890,1,282.78,Street Food
371,891,1,282.89,North Indian
371,892,2,104.11,Street Food
372,893,3,234.4,Pizza
372,894,1,170.32,Cafe
373,895,2,250.43,Pizza
373,896,2,179.6,South Indian
373,897,3,150.47,North Indian
373,898,3,151.62,Cafe
374,899,2,147.15,Cafe
374,900,1,237.67,Pizza
375,901,3,185.78,Pizza
376,902,1,249.14,Cafe
376,903,1,117.46,Pizza
377,904,3,145.43,North Indian
378,905,1,265.45,Cafe
378,906,3,289.63,South Indian
379,907,2,275.29,Street Food
380,908,3,184.91,South Indian
380,909,2,124.21,Biryani
380,910,3,172.63,Street Food
381,911,2,273.16,Cafe
381,912,3,166.98,Pizza
381,913,3,147.2,Biryani
381,914,3,106.59,Street Food
382,915,3,107.23,North Indian
382,916,3,190.44,Cafe
382,917,1,85.98,Cafe
382,918,2,211.77,Pizza
383,919,3,135.0,Cafe
383,920,2,83.95,South Indian
383,921,3,225.33,South Indian
383,922,3,159.04,North Indian
384,923,3,217.3,Biryani
384,924,1,174.38,North Indian
384,925,1,218.22,Chinese
385,926,2,85.85,Pizza
385,927,2,290.51,Pizza
385,928,2,234.92,Biryani
385,929,2,125.57,Biryani
386,930,2,102.18,Cafe
