order_id,customer_id,restaurant_id,city,order_ts,promised_delivery_ts,status,order_value,payment_mode
71,3837,99,,2026-01-26 22:57:00,2026-01-26 23:41:00,COMPLETED,250.26,COD
72,2167,97,,2026-01-26 08:44:00,2026-01-26 09:22:00,CANCELLED,304.39,UPI
73,3336,57,,2026-01-26 12:04:00,2026-01-26 12:38:00,CANCELLED,276.11,UPI
74,4281,78,,2026-01-26 21:16:00,2026-01-26 21:53:00,COMPLETED,778.07,CARD
75,4464,67,,2026-01-26 08:53:00,2026-01-26 09:38:00,COMPLETED,510.45,UPI
76,1375,117,,2026-01-26 21:01:00,2026-01-26 21:31:00,COMPLETED,483.68,UPI
77,1334,48,,2026-01-26 13:57:00,2026-01-26 14:22:00,COMPLETED,476.3,UPI
78,4398,61,,2026-01-26 09:41:00,2026-01-26 10:26:00,COMPLETED,239.44,UPI
79,4420,20,,2026-01-26 16:00:00,2026-01-26 16:39:00,CANCELLED,201.5,
80,3551,59,,2026-01-26 12:55:00,2026-01-26 13:27:00,COMPLETED,304.99,UPI
81,1588,38,,2026-01-26 16:31:00,2026-01-26 17:15:00,CANCELLED,484.99,
81,1588,38,,2026-01-26 16:31:00,2026-01-26 17:15:00,CANCELLED,484.99,
82,4992,47,,2026-01-26 14:01:00,2026-01-26 14:33:00,COMPLETED,581.84,CARD
83,3603,50,,2026-01-26 17:17:00,2026-01-26 17:58:00,CANCELLED,403.79,CARD
84,4160,75,,2026-01-26 08:16:00,2026-01-26 08:52:00,CANCELLED,626.41,COD
85,2903,90,,2026-01-26 14:00:00,2026-01-26 14:42:00,CANCELLED,263.81,UPI
86,1825,6,,2026-01-26 21:50:00,2026-01-26 22:19:00,COMPLETED,763.34,COD
87,1149,97,,2026-01-26 13:23:00,2026-01-26 13:57:00,COMPLETED,680.01,CARD
88,4643,52,,2026-01-26 22:42:00,2026-01-26 23:08:00,CANCELLED,230.91,CARD
89,3126,35,,2026-01-26 14:35:00,2026-01-26 15:10:00,COMPLETED,473.39,COD
90,1420,11,,2026-01-26 09:20:00,2026-01-26 09:58:00,CANCELLED,267.3,CARD
91,2831,6,,2026-01-26 13:13:00,2026-01-26 13:52:00,CANCELLED,258.32,CARD
92,3611,52,,2026-01-26 15:25:00,2026-01-26 15:58:00,CANCELLED,766.14,CARD
93,1142,17,,2026-01-26 20:47:00,2026-01-26 21:17:00,COMPLETED,544.92,COD
94,3781,58,,2026-01-26 19:00:00,2026-01-26 19:36:00,CANCELLED,518.71,UPI
95,2141,32,,2026-01-26 21:01:00,2026-01-26 21:28:00,COMPLETED,388.52,CARD
96,2066,91,,2026-01-26 11:10:00,2026-01-26 11:50:00,CANCELLED,515.09,CARD
97,4493,10,,2026-01-26 18:26:00,2026-01-26 19:00:00,CANCELLED,469.28,CARD
98,3735,45,,2026-01-26 20:10:00,2026-01-26 20:49:00,COMPLETED,778.91,COD
99,4250,47,,2026-01-26 12:57:00,2026-01-26 13:31:00,COMPLETED,752.76,COD
100,2511,60,,2026-01-26 11:25:00,2026-01-26 11:54:00,COMPLETED,167.08,COD
101,2682,99,,2026-01-26 09:28:00,2026-01-26 09:55:00,CANCELLED,616.01,UPI
102,2411,17,,2026-01-26 09:15:00,2026-01-26 09:44:00,COMPLETED,442.48,UPI
103,1626,39,,2026-01-26 10:12:00,2026-01-26 10:50:00,COMPLETED,186.02,CARD
104,1323,33,,2026-01-26 20:06:00,2026-01-26 20:38:00,COMPLETED,487.28,UPI
105,3625,22,,2026-01-26 17:24:00,2026-01-26 17:57:00,COMPLETED,549.38,COD
106,1116,11,,2026-01-26 18:39:00,2026-01-26 19:23:00,COMPLETED,516.35,UPI
107,3617,4,,2026-01-26 21:09:00,2026-01-26 21:52:00,CANCELLED,648.52,UPI
108,3805,52,,2026-01-26 17:18:00,2026-01-26 17:52:00,CANCELLED,463.91,CARD
109,3484,19,,2026-01-26 19:45:00,2026-01-26 20:11:00,CANCELLED,464.76,COD
110,2307,31,,2026-01-26 13:26:00,2026-01-26 14:02:00,CANCELLED,390.85,UPI
111,3520,54,,2026-01-26 15:40:00,2026-01-26 16:12:00,COMPLETED,338.64,COD
112,3108,60,,2026-01-26 10:43:00,2026-01-26 11:18:00,CANCELLED,273.39,CARD
113,1881,75,,2026-01-26 16:29:00,2026-01-26 16:54:00,CANCELLED,478.54,COD
114,3198,2,,2026-01-26 12:48:00,2026-01-26 13:28:00,COMPLETED,575.27,CARD
115,1797,47,,2026-01-26 12:30:00,2026-01-26 13:06:00,CANCELLED,410.38,UPI
116,1486,17,,2026-01-26 16:36:00,2026-01-26 17:15:00,COMPLETED,792.91,CARD
117,3085,52,,2026-01-26 21:33:00,2026-01-26 22:08:00,COMPLETED,640.73,CARD
118,1572,42,,2026-01-26 10:20:00,2026-01-26 10:55:00,CANCELLED,246.81,UPI
119,3902,73,,2026-01-26 18:31:00,2026-01-26 19:05:00,CANCELLED,688.39,CARD
120,4263,116,,2026-01-26 08:17:00,2026-01-26 08:53:00,COMPLETED,786.93,UPI
121,1698,68,,2026-01-26 12:31:00,2026-01-26 13:16:00,CANCELLED,618.91,CARD
122,2806,41,,2026-01-26 19:37:00,2026-01-26 20:09:00,CANCELLED,605.34,COD
123,4474,95,,2026-01-26 19:47:00,2026-01-26 20:18:00,COMPLETED,547.46,UPI
124,2285,23,,2026-01-26 16:51:00,2026-01-26 17:22:00,CANCELLED,580.45,CARD
125,4291,89,,2026-01-26 13:50:00,2026-01-26 14:32:00,CANCELLED,713.98,UPI
126,2219,99,,2026-01-26 11:16:00,2026-01-26 11:48:00,CANCELLED,296.16,UPI
127,3955,36,,2026-01-26 19:46:00,2026-01-26 20:26:00,CANCELLED,514.32,UPI
128,4166,103,,2026-01-26 19:32:00,2026-01-26 20:14:00,COMPLETED,406.45,UPI
129,1876,26,,2026-01-26 12:54:00,2026-01-26 13:21:00,CANCELLED,576.38,UPI
130,1207,86,,2026-01-26 19:52:00,2026-01-26 20:25:00,COMPLETED,631.58,COD
131,1563,1,,2026-01-26 08:53:00,2026-01-26 09:21:00,COMPLETED,457.06,UPI
132,2169,83,,2026-01-26 22:59:00,2026-01-26 23:39:00,COMPLETED,641.34,UPI
133,1152,117,,2026-01-26 09:31:00,2026-01-26 10:16:00,COMPLETED,630.15,CARD
134,4836,96,,2026-01-26 22:17:00,2026-01-26 22:47:00,CANCELLED,408.05,COD
135,2861,83,,2026-01-26 08:09:00,2026-01-26 08:43:00,CANCELLED,753.5,CARD
136,3994,59,,2026-01-26 10:17:00,2026-01-26 10:58:00,CANCELLED,675.73,UPI
137,4506,82,,2026-01-26 08:14:00,2026-01-26 08:49:00,CANCELLED,642.23,UPI
138,2955,42,,2026-01-26 16:47:00,2026-01-26 17:22:00,COMPLETED,212.0,COD
138,2955,42,,2026-01-26 16:47:00,2026-01-26 17:22:00,COMPLETED,212.0,COD
139,3960,74,,2026-01-26 14:32:00,2026-01-26 15:04:00,COMPLETED,770.12,UPI
140,3810,65,,2026-01-26 14:08:00,2026-01-26 14:40:00,CANCELLED,452.51,COD
141,1627,59,,2026-01-26 18:54:00,2026-01-26 19:28:00,CANCELLED,292.43,UPI
142,3786,97,,2026-01-26 17:22:00,2026-01-26 18:02:00,COMPLETED,686.64,CARD
143,4698,65,,2026-01-26 17:00:00,2026-01-26 17:36:00,COMPLETED,222.94,COD
144,3936,75,,2026-01-26 10:33:00,2026-01-26 11:03:00,CANCELLED,437.2,UPI
145,1236,72,,2026-01-26 16:42:00,2026-01-26 17:21:00,CANCELLED,483.61,COD
146,1299,6,,2026-01-26 13:15:00,2026-01-26 13:40:00,CANCELLED,151.96,UPI
147,1129,37,,2026-01-26 09:05:00,2026-01-26 09:47:00,CANCELLED,194.86,COD
148,2566,58,,2026-01-26 10:18:00,2026-01-26 11:03:00,CANCELLED,423.24,CARD
149,3200,51,,2026-01-26 19:39:00,2026-01-26 20:21:00,COMPLETED,376.05,COD
150,2737,69,,2026-01-26 11:48:00,2026-01-26 12:13:00,CANCELLED,450.95,COD
151,4135,15,,2026-01-26 12:13:00,2026-01-26 12:52:00,COMPLETED,272.51,UPI
152,2828,77,,2026-01-26 15:09:00,2026-01-26 15:53:00,COMPLETED,193.74,COD
153,1231,18,,2026-01-26 08:45:00,2026-01-26 09:22:00,CANCELLED,291.22,UPI
154,1970,39,,2026-01-26 20:29:00,2026-01-26 21:12:00,COMPLETED,652.15,UPI
155,4603,95,,2026-01-26 16:53:00,2026-01-26 17:25:00,COMPLETED,189.62,UPI
156,2561,101,,2026-01-26 15:17:00,2026-01-26 15:59:00,CANCELLED,373.87,UPI
157,4478,29,,2026-01-26 14:58:00,2026-01-26 15:27:00,CANCELLED,640.37,UPI
158,1549,50,,2026-01-26 10:27:00,2026-01-26 11:06:00,COMPLETED,779.06,COD
159,3967,107,,2026-01-26 13:38:00,2026-01-26 14:23:00,COMPLETED,700.64,COD
160,3406,93,,2026-01-26 14:26:00,2026-01-26 15:10:00,COMPLETED,197.31,CARD
161,4940,95,,2026-01-26 22:50:00,2026-01-26 23:25:00,COMPLETED,159.97,UPI
162,1980,71,,2026-01-26 20:52:00,2026-01-26 21:32:00,CANCELLED,607.45,COD
163,4615,64,,2026-01-26 14:29:00,2026-01-26 15:08:00,CANCELLED,350.47,CARD
164,3304,111,,2026-01-26 20:19:00,2026-01-26 20:59:00,COMPLETED,390.96,UPI
165,1624,26,,2026-01-26 08:16:00,2026-01-26 08:49:00,CANCELLED,526.44,CARD
166,4126,106,,2026-01-26 17:43:00,2026-01-26 18:15:00,CANCELLED,763.25,UPI
167,3950,70,,2026-01-26 18:57:00,2026-01-26 19:37:00,CANCELLED,666.73,UPI
168,4350,86,,2026-01-26 17:15:00,2026-01-26 18:00:00,COMPLETED,695.39,COD
169,2528,8,,2026-01-26 15:02:00,2026-01-26 15:31:00,CANCELLED,1857.45,CARD
170,2125,69,,2026-01-26 08:16:00,2026-01-26 08:41:00,CANCELLED,157.7,CARD
171,1786,80,,2026-01-26 21:52:00,2026-01-26 22:30:00,CANCELLED,212.6,COD
172,3855,29,,2026-01-26 12:33:00,2026-01-26 13:10:00,CANCELLED,413.92,COD
173,2660,49,,2026-01-26 22:28:00,2026-01-26 22:55:00,CANCELLED,572.43,CARD
174,3641,101,,2026-01-26 08:57:00,2026-01-26 09:42:00,CANCELLED,203.75,COD
175,3835,114,,2026-01-26 22:38:00,2026-01-26 23:06:00,CANCELLED,299.35,CARD
176,2288,3,,2026-01-26 09:16:00,2026-01-26 09:49:00,COMPLETED,171.39,CARD
177,4479,50,,2026-01-26 20:50:00,2026-01-26 21:27:00,CANCELLED,516.57,COD
178,1219,13,,2026-01-26 20:37:00,2026-01-26 21:06:00,CANCELLED,475.52,CARD
179,4168,42,,2026-01-26 09:17:00,2026-01-26 09:52:00,COMPLETED,770.66,CARD
180,1760,88,,2026-01-26 21:22:00,2026-01-26 22:01:00,CANCELLED,509.47,UPI
181,4210,82,,2026-01-27 13:02:00,2026-01-27 13:34:00,COMPLETED,324.18,CARD
182,4118,35,,2026-01-27 13:24:00,2026-01-27 14:00:00,COMPLETED,762.92,COD
183,1367,46,,2026-01-27 11:11:00,2026-01-27 11:49:00,COMPLETED,483.09,UPI
184,3968,116,,2026-01-27 21:23:00,2026-01-27 21:58:00,COMPLETED,418.98,
185,1259,22,,2026-01-27 10:53:00,2026-01-27 11:30:00,CANCELLED,345.74,COD
186,3030,77,,2026-01-27 13:06:00,2026-01-27 13:46:00,COMPLETED,763.74,COD
187,4293,111,,2026-01-27 10:18:00,2026-01-27 10:52:00,CANCELLED,365.94,COD
188,1822,62,,2026-01-27 15:20:00,2026-01-27 16:05:00,CANCELLED,358.43,CARD
189,4202,32,,2026-01-27 14:47:00,2026-01-27 15:22:00,CANCELLED,561.39,UPI
190,3234,24,,2026-01-27 21:56:00,2026-01-27 22:33:00,COMPLETED,516.5,UPI
191,4472,102,,2026-01-27 15:52:00,2026-01-27 16:23:00,CANCELLED,690.33,UPI
192,4232,49,,2026-01-27 10:22:00,2026-01-27 11:07:00,COMPLETED,578.13,UPI
193,3833,54,,2026-01-27 18:12:00,2026-01-27 18:52:00,COMPLETED,479.3,CARD
194,3693,86,,2026-01-27 14:08:00,2026-01-27 14:50:00,CANCELLED,205.24,CARD
195,4082,43,,2026-01-27 18:27:00,2026-01-27 18:53:00,CANCELLED,590.36,CARD
196,3356,29,,2026-01-27 09:40:00,2026-01-27 10:13:00,CANCELLED,487.22,COD
197,1428,38,,2026-01-27 15:54:00,2026-01-27 16:37:00,CANCELLED,374.23,CARD
198,1847,67,,2026-01-27 09:27:00,2026-01-27 09:55:00,CANCELLED,352.73,CARD
199,4318,91,,2026-01-27 09:39:00,2026-01-27 10:18:00,COMPLETED,357.29,CARD
200,1999,67,,2026-01-27 13:51:00,2026-01-27 14:36:00,COMPLETED,256.83,COD
201,1755,24,,2026-01-27 13:38:00,2026-01-27 14:20:00,CANCELLED,300.71,UPI
202,2140,97,,2026-01-27 20:35:00,2026-01-27 21:19:00,COMPLETED,1479.23,COD
203,3747,111,,2026-01-27 21:38:00,2026-01-27 22:20:00,CANCELLED,278.1,COD
204,2441,109,,2026-01-27 18:54:00,2026-01-27 19:29:00,CANCELLED,405.15,CARD
205,1977,40,,2026-01-27 21:53:00,2026-01-27 22:27:00,COMPLETED,586.87,CARD
206,2732,24,,2026-01-27 19:50:00,2026-01-27 20:19:00,CANCELLED,537.68,CARD
207,2288,108,,2026-01-27 19:50:00,2026-01-27 20:35:00,CANCELLED,468.27,COD
208,3300,65,,2026-01-27 22:46:00,2026-01-27 23:22:00,CANCELLED,276.83,COD
209,1126,102,,2026-01-27 16:23:00,2026-01-27 17:01:00,COMPLETED,467.65,CARD
210,4164,99,,2026-01-27 12:41:00,2026-01-27 13:13:00,CANCELLED,657.48,CARD
211,3220,106,,2026-01-27 09:55:00,2026-01-27 10:38:00,COMPLETED,503.02,COD
212,4077,32,,2026-01-27 15:31:00,2026-01-27 16:13:00,CANCELLED,216.57,COD
213,1480,100,,2026-01-27 08:33:00,2026-01-27 09:12:00,COMPLETED,680.87,UPI
214,1679,79,,2026-01-27 20:35:00,2026-01-27 21:18:00,COMPLETED,611.99,CARD
215,1689,42,,2026-01-27 21:53:00,2026-01-27 22:24:00,CANCELLED,495.98,COD
216,2685,118,,2026-01-27 12:33:00,2026-01-27 13:14:00,COMPLETED,238.13,CARD
217,2319,107,,2026-01-27 22:47:00,2026-01-27 23:32:00,COMPLETED,236.25,COD
218,2536,58,,2026-01-27 19:32:00,2026-01-27 20:09:00,COMPLETED,561.06,UPI
219,2511,59,,2026-01-27 21:07:00,2026-01-27 21:34:00,CANCELLED,330.85,UPI
220,4482,9,,2026-01-27 08:02:00,2026-01-27 08:29:00,CANCELLED,562.65,CARD
221,3367,17,,2026-01-27 15:19:00,2026-01-27 15:50:00,CANCELLED,688.42,UPI
222,1508,119,,2026-01-27 19:38:00,2026-01-27 20:04:00,COMPLETED,659.53,COD
223,2236,21,,2026-01-27 08:00:00,2026-01-27 08:38:00,CANCELLED,741.11,COD
224,2623,81,,2026-01-27 14:09:00,2026-01-27 14:42:00,CANCELLED,737.47,COD
225,1543,76,,2026-01-27 20:53:00,2026-01-27 21:25:00,COMPLETED,1819.85,UPI
226,2729,89,,2026-01-27 15:35:00,2026-01-27 16:00:00,COMPLETED,681.12,COD
227,4608,39,,2026-01-27 11:54:00,2026-01-27 12:31:00,COMPLETED,216.58,COD
228,1034,79,,2026-01-27 21:52:00,2026-01-27 22:21:00,COMPLETED,242.85,CARD
229,2812,111,,2026-01-27 20:19:00,2026-01-27 20:50:00,COMPLETED,747.93,CARD
230,2288,102,,2026-01-27 09:42:00,2026-01-27 10:11:00,COMPLETED,399.62,COD
231,4190,89,,2026-01-27 19:00:00,2026-01-27 19:27:00,COMPLETED,540.01,COD
232,2210,83,,2026-01-27 19:14:00,2026-01-27 19:48:00,COMPLETED,481.19,COD
233,1290,68,,2026-01-27 21:32:00,2026-01-27 22:04:00,COMPLETED,306.7,UPI
234,3797,23,,2026-01-27 13:24:00,2026-01-27 13:53:00,CANCELLED,519.45,UPI
235,4778,8,,2026-01-27 21:08:00,2026-01-27 21:35:00,CANCELLED,158.97,COD
236,3202,79,,2026-01-27 18:43:00,2026-01-27 19:24:00,COMPLETED,411.48,UPI
237,2338,51,,2026-01-27 13:17:00,2026-01-27 13:44:00,COMPLETED,783.3,CARD
238,3507,78,,2026-01-27 15:27:00,2026-01-27 15:59:00,COMPLETED,751.01,COD
239,3033,45,,2026-01-27 20:39:00,2026-01-27 21:09:00,CANCELLED,239.19,
240,4305,55,,2026-01-27 10:09:00,2026-01-27 10:42:00,CANCELLED,651.43,CARD
241,3046,110,,2026-01-27 12:29:00,2026-01-27 13:12:00,COMPLETED,445.88,CARD
242,1010,6,,2026-01-27 12:21:00,2026-01-27 12:49:00,COMPLETED,224.97,CARD
243,1144,71,,2026-01-27 16:03:00,2026-01-27 16:39:00,CANCELLED,266.32,UPI
244,1489,65,,2026-01-27 12:14:00,2026-01-27 12:52:00,COMPLETED,686.9,CARD
245,2156,100,,2026-01-27 21:43:00,2026-01-27 22:24:00,CANCELLED,194.8,COD
246,4029,80,,2026-01-27 17:26:00,2026-01-27 18:05:00,COMPLETED,339.54,COD
247,1616,1,,2026-01-27 18:05:00,2026-01-27 18:45:00,CANCELLED,505.26,COD
248,1005,98,,2026-01-27 17:14:00,2026-01-27 17:50:00,CANCELLED,720.18,CARD
249,4937,8,,2026-01-27 20:24:00,2026-01-27 20:58:00,COMPLETED,789.03,COD
250,2525,59,,2026-01-27 09:35:00,2026-01-27 10:01:00,COMPLETED,487.84,COD
251,2781,85,,2026-01-27 16:37:00,2026-01-27 17:06:00,COMPLETED,198.64,CARD
252,2113,30,,2026-01-27 12:27:00,2026-01-27 13:02:00,COMPLETED,627.98,UPI
253,2665,16,,2026-01-27 10:19:00,2026-01-27 11:02:00,CANCELLED,256.84,COD
254,4307,88,,2026-01-27 11:32:00,2026-01-27 12:11:00,CANCELLED,704.11,UPI
255,3912,32,,2026-01-27 19:53:00,2026-01-27 20:37:00,CANCELLED,706.77,COD
256,4500,58,,2026-01-27 08:50:00,2026-01-27 09:24:00,COMPLETED,263.01,UPI
257,1535,26,,2026-01-27 09:44:00,2026-01-27 10:13:00,CANCELLED,689.74,
258,1089,9,,2026-01-27 18:45:00,2026-01-27 19:30:00,COMPLETED,318.23,COD
259,1174,60,,2026-01-27 15:34:00,2026-01-27 16:03:00,COMPLETED,689.08,COD
260,1707,46,,2026-01-27 17:47:00,2026-01-27 18:25:00,COMPLETED,169.16,CARD
261,2006,83,,2026-01-27 12:41:00,2026-01-27 13:14:00,CANCELLED,172.52,UPI
262,3632,114,,2026-01-27 17:23:00,2026-01-27 18:03:00,COMPLETED,398.96,COD
263,3230,101,,2026-01-27 21:41:00,2026-01-27 22:23:00,CANCELLED,658.25,COD
264,1897,4,,2026-01-27 17:39:00,2026-01-27 18:20:00,CANCELLED,266.88,UPI
265,1410,32,,2026-01-27 16:03:00,2026-01-27 16:44:00,COMPLETED,799.74,UPI
266,4830,108,,2026-01-27 21:55:00,2026-01-27 22:21:00,COMPLETED,788.73,COD
267,3869,46,,2026-01-27 18:06:00,2026-01-27 18:41:00,COMPLETED,744.09,CARD
268,1952,78,,2026-01-27 11:12:00,2026-01-27 11:52:00,COMPLETED,468.78,CARD
269,3936,23,,2026-01-27 16:09:00,2026-01-27 16:34:00,CANCELLED,280.95,UPI
270,4525,47,,2026-01-27 10:31:00,2026-01-27 11:14:00,COMPLETED,653.34,CARD
271,1645,94,,2026-01-27 19:18:00,2026-01-27 19:55:00,CANCELLED,346.15,CARD
272,4804,79,,2026-01-27 16:18:00,2026-01-27 17:03:00,CANCELLED,779.68,UPI
273,3985,1,,2026-01-27 18:03:00,2026-01-27 18:33:00,CANCELLED,597.52,UPI
274,3504,29,,2026-01-27 21:09:00,2026-01-27 21:52:00,COMPLETED,356.84,COD
275,3605,114,,2026-01-27 10:24:00,2026-01-27 10:59:00,COMPLETED,375.43,CARD
276,2022,89,,2026-01-27 19:26:00,2026-01-27 20:11:00,COMPLETED,440.31,CARD
277,4969,22,,2026-01-27 21:25:00,2026-01-27 21:53:00,CANCELLED,400.86,
278,3367,84,,2026-01-27 14:27:00,2026-01-27 15:03:00,COMPLETED,688.72,CARD
279,2400,22,,2026-01-27 09:15:00,2026-01-27 09:41:00,CANCELLED,319.73,
280,3885,4,,2026-01-27 09:16:00,2026-01-27 09:58:00,CANCELLED,790.43,COD
281,1778,53,,2026-01-27 10:48:00,2026-01-27 11:32:00,CANCELLED,215.82,UPI
282,1629,7,,2026-01-27 13:04:00,2026-01-27 13:36:00,CANCELLED,521.65,COD
282,1629,7,,2026-01-27 13:04:00,2026-01-27 13:36:00,CANCELLED,521.65,COD
283,1847,22,,2026-01-27 09:29:00,2026-01-27 10:03:00,CANCELLED,462.21,CARD
